9.74,-11.18,1.29
10.84,-7.5,0.46
10.61,-2.67,-0.32
10.03,1.61,-0.83
10.32,4.05,-0.83
10.75,5.55,-0.78
10.49,5.58,-0.83
10.2,3.68,-0.72
10.86,2.36,-0.09
10.06,-0.49,0.69
10.23,-4.43,0.6
10.52,-7.53,1.72
7.7,-15.09,3.54
8.45,-20.92,2.67
10.03,-16.5,1.38
9.28,-10.58,0.57
10.75,-6.81,-1.35
10.38,1.87,-2.85
8.48,11.52,-4.14
8.02,14.77,-4.74
7.73,17.68,-3.45
7.82,21.3,-2.36
7.82,18.68,-1.44
9.46,15.43,0.75
10.98,12.82,2.64
12.13,4.71,2.9
14.51,-2.47,3.28
12.53,-8.25,4.22
9.43,-15.46,3.42
10.23,-15.58,1.84
10.15,-11.64,1.67
9.83,-9.71,1.18
10.75,-4.6,-0.17
10.63,0.89,-0.57
10.06,2.87,-0.46
10.38,5.58,-0.78
10.86,6.52,-0.69
10.26,3.71,-0.43
10.35,2.7,-0.4
10.46,0.37,0.37
9.66,-4.66,0.83
10.29,-6.29,1.03
9.71,-12.5,2.96
7.82,-20.61,3.42
8.56,-16.99,1.35
10.32,-12.04,0.6
10.23,-9.71,0.14
9.97,-0.83,-2.18
10.15,7.93,-4.02
8.48,13.13,-4.08
7.56,17.76,-3.79
8.08,19.57,-3.28
7.16,18.8,-1.84
8.56,16.7,-0.34
10.52,13.19,1.47
11.09,7.85,3.05
13.91,0.57,3.33
13.39,-6.75,3.74
10.29,-12.44,3.74
10.06,-15.2,2.79
9.6,-13.85,1.98
9.97,-10.17,1.12
10.86,-6.61,0.37
10.32,-2.13,-0.4
10.29,2.36,-0.98
10.32,4.25,-0.78
10.66,5.69,-0.86
10.43,5.55,-0.92
10.35,3.51,-0.55
10.86,2.1,0
9.48,-1.75,0.72
10.84,-4.45,0.78
10.66,-7.82,2.07
6.84,-17.85,3.54
8.88,-20.26,2.41
10.09,-13.77,1.24
8.82,-11.38,0.23
11.15,-6.24,-1.58
10.46,4.45,-2.93
8.25,11.35,-4.37
7.85,14.74,-4.48
7.59,19.26,-3.16
7.87,21.07,-2.39
8.02,17.76,-1.06
9.74,15.52,1.12
11.15,11.81,2.56
12.33,3.48,2.9
14.49,-2.85,3.42
12.01,-9.51,4.17
9.31,-15.69,3.1
10.29,-14.57,1.72
9.92,-12.19,1.75
10.15,-9.34,0.92
10.86,-3.22,-0.37
10.23,0.57,-0.43
