8.68,-33.28,3.31
11.32,2.41,0.52
9.43,-7.64,1.44
12.62,-17.68,1.35
3.65,14.05,-1.9
8.33,6.64,-8.28
13.85,3.48,-5.6
0.55,17.16,-3.13
13.91,19.6,-7.21
9.25,17.56,-3.33
-2.24,12.76,-1.24
16.27,22.16,0.75
5.29,16.24,5.52
7.07,6.52,2.18
20,13.59,5.09
8.13,-2.33,7.04
18.54,-5.92,2.9
14.4,-8.68,6.27
6.5,-19.69,2.01
17.13,-1.52,-0.57
6.21,-12.5,2.85
10.92,-11.87,-3.76
13.02,6.35,-2.01
2.07,-15.66,0.29
14.86,1.09,-4.54
9.69,5.03,-0.29
4.17,-19.46,-0.34
15.2,7.62,-1.24
10.15,2.9,2.59
10.38,-15.69,2.27
10.92,-7.21,5.4
9.31,-18.11,4.57
11.15,-11.32,0.32
6.27,-9,1.26
13.05,-18.25,-1.06
7.9,5.26,-4.45
1.52,10.98,-8.54
16.55,2.87,-8.59
5.43,18.45,-2.73
3.76,23.16,-4.48
14.71,19.57,-3.19
-0.92,24.14,2.27
9.77,23.71,2.87
15.69,14.74,6.93
3.71,11.5,4.31
19.08,16.96,1.87
16.55,-4.14,7.79
11.73,-17.96,2.93
16.96,-5.29,1.15
5.43,-22.68,3.79
12.36,-16.44,-1.64
12.85,-1.03,0.98
3.45,-21.33,0.75
14.49,0.03,-3.42
9.08,2.64,1.29
5.63,-16.58,-0.43
13.85,5.72,-1.93
5.78,-7.53,0.75
9.8,-10.61,-0.86
15.12,5.55,2.21
8.51,-22.56,4.14
9.14,-18.88,2.16
9.05,-3.19,1.9
14.31,-10.46,1.24
9.66,-0.52,1.29
3.33,-0.46,-3.79
13.71,2.67,-7.21
4.11,17.01,-3.85
7.36,13.62,-6.41
15.78,13.88,-5.86
-1.93,18.45,-2.5
11.04,20.46,-2.56
11.5,16.55,3.05
-0.6,10.09,3.39
18.37,17.24,3.22
11.01,5.86,7.44
12.39,-3.68,3.42
21.01,0.63,5.58
5.89,-17.33,6.27
16.15,-10.35,-0.63
11.73,-8.77,2.73
4.25,-19.23,-0.23
17.65,6.81,-3.97
5.17,-8.1,0.75
7.5,-12.59,-3.62
13.68,10.23,-2.59
3.48,-14.86,0.75
13.34,-0.63,-2.7
10.98,7.07,1.03
8.82,-16.78,2.01
16.5,5.17,2.82
7.27,-12.1,6.61
9.14,-30.49,2.3
9.2,-2.62,0.69
9.02,-9.69,1.47
14.43,-11.38,-1.29
1.01,2.13,-5.69
9.71,3.36,-9.92
14.6,14.05,-5.29
-1.01,16.3,-3.45
13.02,22.04,-5.83
7.67,27.36,-0.55
0,16.99,1.21
16.5,23.14,4.31
5.95,20.18,6.7
10.38,10.69,1.41
20.18,12.04,5.72
11.32,-6.58,6.06
18.19,-10.38,1.01
10.26,-14.46,4.77
7.47,-23.71,0.43
16.09,-4.45,-0.63
4.91,-16.01,3.1
10.63,-12.85,-3.08
13.28,6.9,-0.92
4.22,-16.01,1.35
12.36,-0.4,-2.5
9.05,4.66,-0.09
6.55,-16.07,-0.69
13.65,3.16,0.11
9.83,-10.29,3.16
11.04,-17.56,2.5
10.15,-6.41,3.54
9.63,-23.05,1.72
12.67,-4.11,1.15
5.58,3.76,0.4
10.38,-7.3,-5.03
8.91,14.17,-4.74
3.19,10.63,-6.06
15.26,10.03,-7.3
5,26.15,-2.82
4.08,13.31,-4.11
14.11,14.34,-1.41
0.06,22.68,3.25
11.81,14.17,2.36
15.49,7.79,6.41
5.49,5.46,4.6
20.92,5.92,3.39
13.57,-12.39,8.33
10.43,-15.35,2.33
15.69,-4.6,1.35
4.86,-20.84,2.85
15.38,-3.16,-3.16
10.75,0.55,-0.23
2.36,-20.12,-1.44
16.5,9.83,-4.28
7.07,-2.5,0.63
5.95,-16.81,-2.39
14.17,10.26,-1.52
7.16,-8.68,2.18
13.82,-2.13,0.34
12.33,0.8,4.91
7.24,-29.26,5.49
11.18,-4.17,1.18
7.59,-7.44,1.72
12.99,-28.91,1.15
7.36,2.39,-1.84
3.97,5.35,-7.82
15.49,-2.56,-7.96
3.02,15.78,-3.79
8.13,21.1,-6.35
13.85,19.92,-3.65
-3.08,21.79,-0.2
12.16,26.41,0.78
11.09,20.26,6.78
2.53,12.85,3.51
19.69,20.61,2.67
12.99,2.24,7.53
15.49,-8.71,2.21
17.22,-3.13,3.71
5.09,-25.52,3.71
16.55,-14.17,-1.64
9.31,-6.04,3.39
4.8,-22.91,-0.11
16.58,0.55,-3.19
5.23,-4.74,2.16
9.17,-10.49,-1.41
13.39,6.38,-1.44
3.88,-13.71,0.09
11.96,-1.78,-1.24
11.67,3.33,1.81
10.09,-21.18,1.38
12.5,-9.63,3.33
7.56,-17.33,4.37
12.21,-15.69,0.34
9.14,6.18,1.29
8.94,-8.91,-0.57
11.12,-0.57,-3.74
0.75,17.76,-5.66
13.19,9.2,-8.51
11.47,13.62,-3.97
-0.72,17.24,-3.51
15.29,17.82,-5
4.28,19.97,0.8
2.59,14.4,1.58
18.74,12.9,4.8
4.31,8.71,6.52
14.08,9.74,1.7
20.64,-1.26,7.01
8.28,-16.7,6.7
16.96,-1.95,1.18
9.14,-14.86,3.65
9.23,-19.11,-0.66
15.89,5.92,-1.21
3.39,-14.6,0.6
12.62,-4.57,-4.77
10.75,7.13,-1.15
1.44,-21.73,-0.52
15.55,6.18,-3.59
10.35,4.6,1.06
6.96,-18.97,0.2
15.52,10.46,1.35
10.23,-7.99,6.04
9.46,-23.02,3.71
8.36,-5.09,2.21
10.49,-21.38,2.01
12.1,-9.94,0.98
4.22,2.07,-3.45
11.01,-10.61,-8.22
8.19,11.55,-5.58
4.63,19.08,-6.35
14.57,11.64,-6.44
1.72,25.75,-1.55
5.95,24,-1.84
14.23,18.77,3.08
0.26,21.99,5.78
14.31,19.14,2.16
16.18,9.43,6.78
9.63,2.62,4.66
21.64,3.25,2.18
9.89,-19.08,6.12
10.84,-21.35,0.09
15.03,-4.28,0.89
3.54,-22.76,2.82
14.37,-8.77,-3.31
10.09,0.55,0.75
4.83,-17.96,0.52
15.72,4.86,-2.53
5.17,-3.31,0.8
7.62,-10.49,-1.49
14,6.38,-0.14
6.67,-15.49,1.26
13.36,-7.24,0.69
11.29,-9.2,5.52
8.65,-29.34,2.87
11.21,1.21,-0.23
7.93,-3.48,1.58
13.51,-12.9,-0.26
4.08,14.94,-3.48
5.26,6.58,-8.48
16.73,5.89,-6.27
0.43,22.88,-2.41
10.46,17.42,-6.5
12.9,14.23,-2.82
-4.48,16.84,0.49
16.09,21.56,1.47
10.58,11.18,6.98
3.42,5.55,2.67
21.96,14.89,3.68
11.64,-9.71,9.02
15.17,-12.5,2.9
14.89,-3.45,3.85
4.28,-23.68,2.76
17.91,-1.7,-2.01
8.42,-4.22,1.58
5.29,-19.72,-2.96
15.63,10.32,-3.59
4.43,-8.62,0.89
10.43,-9.34,-3.94
12.13,9.43,-1.44
4.2,-16.35,1.38
14.77,3.51,-0.86
12.7,6.41,3.1
8.59,-22.85,4.57
10.03,-9.74,3.85
8.56,-14.17,2.93
14.03,-18.28,1.41
6.64,-7.04,0.57
7.24,-7.96,-4.74
13.25,5.55,-6.29
1.21,9.11,-6.29
11.78,12.27,-8.39
11.73,26.47,-3.13
-1.72,17.68,-2.36
13.59,21.96,-2.18
6.18,29.66,4.74
4.02,15.43,3.48
18.45,16.44,4.66
7.87,11.75,6.21
17.27,2.93,1.72
18.68,-5.46,6.15
7.3,-22.19,3.74
17.24,-10.06,-0.72
6.93,-14.86,4.22
7.93,-20.69,-0.8
16.5,0.63,-1.41
2.93,-14.4,2.07
11.98,-3.48,-2.73
12.5,7.01,-0.03
3.74,-17.27,-0.03
13.88,4.54,-2.3
7.67,-2.96,1.44
9.2,-14.97,-0.34
15.84,2.16,2.44
6.93,-27.79,5.78
10.72,-17.24,0.98
9.57,3.68,0.63
10.95,-17.24,1.52
11.64,2.64,-0.14
-0.09,8.71,-5.49
13.59,2.9,-8.91
10.52,20.23,-3.25
1.06,11.61,-4.48
16.38,16.15,-6.29
1.55,26.47,-1.01
4.94,14.11,-0.66
16.93,13.82,4.22
0.11,14.11,5.58
15.63,14.94,1.35
17.79,2.24,7.21
9.2,-11.75,5.75
19.77,-0.29,2.96
7.3,-17.39,5.4
12.47,-18.14,-0.75
14.77,0.26,0.8
2.01,-17.33,0.98
16.5,1.49,-4.94
9.02,1.98,0.11
2.44,-21.01,-1.52
15.98,9.4,-3.88
7.47,-0.89,0.98
8.31,-12.59,-1.18
13.57,8.42,0.43
11.06,-7.73,3.36
12.85,-8.08,3.48
6.24,-16.09,5.37
9.74,-27.1,2.1
11.75,1.38,0.89
6.81,-8.91,0.09
12.85,-16.44,-4.17
4.08,13.51,-5.78
6.5,10.2,-9.17
15.58,9.28,-6.52
0.06,24.26,-1.95
